SignalDate,NextDate,Market,Sector,Symbol,Contribution
2024-10-31,2024-11-29,US,Communication Services,NFLX,0.021325298309851387
2024-10-31,2024-11-29,KR,Unknown,145020,-0.0031408786736484558
2024-10-31,2024-11-29,US,Information Technology,ORCL,0.014008610326281368
2024-10-31,2024-11-29,KR,Unknown,402340,-0.005477607794749161
2024-10-31,2024-11-29,KR,ETF,379800,0.007021584498456307
2024-10-31,2024-11-29,KR,ETF,360750,0.0070301610336099525
2024-11-29,2025-01-31,US,Information Technology,PLTR,0.020807875381606732
2024-11-29,2025-01-31,US,Consumer Discretionary,TSLA,0.010720362667042386
2024-11-29,2025-01-31,US,Information Technology,NVDA,-0.010076012463451545
2024-11-29,2025-01-31,US,,KMI,-0.004442074528650954
2024-11-29,2025-01-31,US,Information Technology,ORCL,-0.011788377767954572
2024-11-29,2025-01-31,US,Communication Services,NFLX,0.014395063082083643
2024-11-29,2025-01-31,KR,ETF,379800,0.008967114976485833
2024-11-29,2025-01-31,KR,ETF,360750,0.008602650965572597
2025-01-31,2025-02-28,US,Information Technology,PLTR,0.0013073463623389035
2025-01-31,2025-02-28,US,Consumer Discretionary,TSLA,-0.010768394046314337
2025-01-31,2025-02-28,KR,Unknown,003230,0.01795273677140862
2025-01-31,2025-02-28,US,Communication Services,NFLX,0.00041701153138710604
2025-01-31,2025-02-28,KR,Unknown,214370,-0.004343504281381097
2025-01-31,2025-02-28,US,Consumer Staples,WMT,0.0006273860858736256
2025-01-31,2025-02-28,US,Communication Services,META,-0.00302250993817698
2025-01-31,2025-02-28,US,Industrials,MMM,0.002917808738447584
2025-01-31,2025-02-28,KR,Unknown,319400,-0.005439113653821291
2025-01-31,2025-02-28,KR,Unknown,402340,-0.0030829828363744998
2025-01-31,2025-02-28,KR,Unknown,000490,0.0007907972492371258
2025-01-31,2025-02-28,KR,ETF,379800,-0.006320030390260825
2025-02-28,2025-03-31,KR,Unknown,003230,0.0
2025-02-28,2025-03-31,KR,Unknown,145020,0.011570304388264995
2025-02-28,2025-03-31,KR,Unknown,099320,-0.02979819491971123
2025-02-28,2025-03-31,KR,Unknown,056080,-0.025075733950635126
2025-02-28,2025-03-31,KR,Unknown,000490,-0.02887356919243071
2025-03-31,2025-04-30,US,Consumer Staples,PM,0.013862185803392237
2025-03-31,2025-04-30,US,Communication Services,T,-0.001761820700577716
2025-03-31,2025-04-30,US,,FOX,-0.020269480062081624
2025-03-31,2025-04-30,US,,FOXA,-0.020961229220239946
2025-03-31,2025-04-30,US,Communication Services,TMUS,-0.011588357790413185
2025-03-31,2025-04-30,US,Health Care,GILD,-0.007661783757112166
2025-04-30,2025-05-30,US,Information Technology,PLTR,0.005610893117342105
2025-04-30,2025-05-30,KR,Unknown,003230,0.016414254633550188
2025-04-30,2025-05-30,KR,Unknown,145020,-0.00968243895805975
2025-04-30,2025-05-30,US,Communication Services,NFLX,0.00925739413339413
2025-04-30,2025-05-30,US,Industrials,GEV,0.016738954304747908
2025-04-30,2025-05-30,US,Consumer Staples,PM,0.007918225860180286
2025-04-30,2025-05-30,US,Communication Services,T,0.0005306868474875588
2025-04-30,2025-05-30,US,Real Assets,GLD,-8.226141115110667e-05
2025-04-30,2025-05-30,KR,Unknown,058610,-0.0036439306631921137
2025-05-30,2025-06-30,US,Information Technology,PLTR,0.0023207350823663247
2025-05-30,2025-06-30,KR,Unknown,003230,0.032928861894781086
2025-05-30,2025-06-30,US,Industrials,GEV,0.009938964702639995
2025-05-30,2025-06-30,US,Information Technology,AVGO,0.014569672299660979
2025-05-30,2025-06-30,US,Communication Services,NFLX,0.014909682011512914
2025-05-30,2025-06-30,US,Consumer Staples,PM,0.00219986364196715
2025-05-30,2025-06-30,KR,Unknown,402340,0.07199566073200006
2025-05-30,2025-06-30,US,Industrials,GE,0.006370595523879936
2025-05-30,2025-06-30,KR,Unknown,095610,0.011393570622702123
2025-06-30,2025-07-31,US,Information Technology,PLTR,0.008903605858661267
2025-06-30,2025-07-31,KR,Unknown,402340,-0.008408166856161024
2025-06-30,2025-07-31,US,Industrials,GEV,0.019611414716806067
2025-06-30,2025-07-31,KR,Unknown,003230,0.0032572213001542598
2025-06-30,2025-07-31,KR,Unknown,056080,-0.008743685901066662
2025-06-30,2025-07-31,US,Communication Services,NFLX,-0.017155136385855415
2025-06-30,2025-07-31,US,Information Technology,ORCL,0.01652518292323763
2025-06-30,2025-07-31,US,Information Technology,AVGO,0.005929437365240433
2025-06-30,2025-07-31,US,Consumer Staples,PM,-0.012688599108736065
2025-06-30,2025-07-31,KR,Unknown,145020,-0.009055600759647219
2025-06-30,2025-07-31,KR,Unknown,095610,0.0019147199135348765
2025-06-30,2025-07-31,KR,Unknown,058610,-0.006632607507441064
2025-07-31,2025-08-29,US,Information Technology,PLTR,-0.0008541603874612144
2025-07-31,2025-08-29,US,Industrials,GEV,-0.006286684607801651
2025-07-31,2025-08-29,KR,Unknown,214370,0.005516305122453537
2025-07-31,2025-08-29,KR,Unknown,003230,0.0066934172013498215
2025-07-31,2025-08-29,US,Information Technology,ORCL,-0.010952659339385756
2025-07-31,2025-08-29,US,Information Technology,AVGO,0.001293852988503345
2025-07-31,2025-08-29,US,Information Technology,AMD,-0.005343725810831119
2025-07-31,2025-08-29,US,Information Technology,NVDA,-0.0020980756049392415
2025-07-31,2025-08-29,KR,Unknown,402340,-0.0009245199220182971
2025-07-31,2025-08-29,KR,Unknown,319400,-0.006740985819702622
2025-07-31,2025-08-29,KR,Unknown,240810,0.017452723230883607
2025-07-31,2025-08-29,KR,ETF,069500,-0.0021870661765184575
2025-08-29,2025-09-30,US,Information Technology,PLTR,0.009889207888366428
2025-08-29,2025-09-30,KR,Unknown,214370,0.005317879276562804
2025-08-29,2025-09-30,US,Industrials,GEV,0.0002629833181542954
2025-08-29,2025-09-30,KR,Unknown,003230,-0.0017903822710918728
2025-08-29,2025-09-30,KR,Unknown,240810,0.012132029704836542
2025-08-29,2025-09-30,US,Information Technology,AVGO,0.008836425686479178
2025-08-29,2025-09-30,KR,Unknown,123690,0.005997412249100594
2025-08-29,2025-09-30,KR,Unknown,095610,0.03617435942850691
2025-08-29,2025-09-30,US,Information Technology,AMD,-0.0003004793812852666
2025-08-29,2025-09-30,US,,EBAY,0.0004663300293485031
2025-08-29,2025-09-30,US,Financials,C,0.005790961907351776
2025-08-29,2025-09-30,KR,ETF,069500,0.013032767876269962
2025-09-30,2025-10-31,KR,Unknown,319400,0.0065206340425453466
2025-09-30,2025-10-31,US,Information Technology,PLTR,0.008262692299694481
2025-09-30,2025-10-31,KR,Unknown,214370,0.002203721455084763
2025-09-30,2025-10-31,KR,Unknown,095610,0.0023008666692273527
2025-09-30,2025-10-31,KR,Unknown,402340,0.017116666955908272
2025-09-30,2025-10-31,KR,Unknown,003230,-0.010373876175689434
2025-09-30,2025-10-31,KR,Unknown,240810,0.027087009902850248
2025-09-30,2025-10-31,US,Information Technology,MU,0.023715170030191395
2025-09-30,2025-10-31,US,Information Technology,ORCL,-0.0071147900515236345
2025-09-30,2025-10-31,US,Consumer Discretionary,TSLA,0.0019378914414414647
2025-09-30,2025-10-31,US,Information Technology,AVGO,0.012145360539484562
2025-09-30,2025-10-31,US,Information Technology,LRCX,0.021194855372750277
2025-10-31,2025-11-28,KR,Unknown,327260,0.010714560889568613
2025-10-31,2025-11-28,KR,Unknown,402340,0.010871653767209525
2025-10-31,2025-11-28,KR,Unknown,319400,-0.004765758373987864
2025-10-31,2025-11-28,KR,Unknown,240810,-0.003955072298683851
2025-10-31,2025-11-28,US,Information Technology,MU,0.0041605713361071
2025-10-31,2025-11-28,KR,Unknown,214370,0.0322786541028807
2025-10-31,2025-11-28,US,Information Technology,PLTR,-0.014253232100087715
2025-10-31,2025-11-28,KR,Unknown,095610,-0.009847491205891202
2025-10-31,2025-11-28,US,Information Technology,AMD,-0.015855982863232594
2025-10-31,2025-11-28,US,Information Technology,INTC,0.0009076619044945276
2025-10-31,2025-11-28,US,Information Technology,LRCX,-0.000854558289076452
2025-10-31,2025-11-28,US,Information Technology,AVGO,0.010419996458324277
2025-11-28,2026-01-30,KR,Unknown,327260,0.024470623082275583
2025-11-28,2026-01-30,KR,Unknown,174900,0.032626596632400244
2025-11-28,2026-01-30,KR,Unknown,007810,0.0714164796711427
2025-11-28,2026-01-30,KR,Unknown,058610,0.1294284172593617
2025-11-28,2026-01-30,KR,Unknown,402340,0.0695651117920542
2025-11-28,2026-01-30,KR,Unknown,214370,0.03705758300482755
2025-11-28,2026-01-30,US,Information Technology,MU,0.04898234976791753
2025-11-28,2026-01-30,US,Information Technology,LRCX,0.048156655338438714
2025-11-28,2026-01-30,US,Information Technology,INTC,0.01120976869869274
2025-11-28,2026-01-30,US,Communication Services,GOOGL,0.0073592532620729125
2025-11-28,2026-01-30,US,Communication Services,GOOG,0.007601266311696714
2025-11-28,2026-01-30,US,Information Technology,AVGO,-0.017687491797326798
2026-01-30,2026-02-27,KR,Unknown,319400,0.006834004519686422
2026-01-30,2026-02-27,KR,Unknown,049630,-0.005541870303029211
2026-01-30,2026-02-27,KR,Unknown,007810,-0.008954781772920476
2026-01-30,2026-02-27,KR,Unknown,058610,-0.0028448057327200705
2026-01-30,2026-02-27,KR,Unknown,327260,0.016744591000237157
2026-01-30,2026-02-27,KR,Unknown,099320,-0.002415798576966549
2026-01-30,2026-02-27,US,Information Technology,MU,-0.00045909024659726404
2026-01-30,2026-02-27,US,Information Technology,LRCX,0.00018643413672490456
2026-01-30,2026-02-27,US,Information Technology,INTC,-0.0015903500595385463
2026-01-30,2026-02-27,US,Information Technology,AMAT,0.018329698464633965
2026-01-30,2026-02-27,US,Communication Services,GOOGL,-0.010698423019105526
2026-01-30,2026-02-27,US,Communication Services,GOOG,-0.011031769248033898
